protein_id	cluster_90	cluster_95	cluster_975	cluster_98	cluster_99
abricate-ncbi@@@ncbi~~~aac(6')_Yersi~~~NG_052265.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3198	L.3198.1	L.3198.1.0	L.3198.1.0.0	L.3198.1.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Yersi~~~NG_052198.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3198	L.3198.0	L.3198.0.0	L.3198.0.0.1	L.3198.0.0.1.0
abricate-ncbi@@@ncbi~~~aac(6')_Yersi~~~NG_052199.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3198	L.3198.0	L.3198.0.0	L.3198.0.0.0	L.3198.0.0.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Yersi~~~NG_052200.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3198	L.3198.1	L.3198.1.1	L.3198.1.1.0	L.3198.1.1.0.0
abricate-ncbi@@@ncbi~~~aac(6')_Yersi~~~NG_052201.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3198	L.3198.1	L.3198.1.0	L.3198.1.0.1	L.3198.1.0.1.0
abricate-ncbi@@@ncbi~~~aacA-ACI1~~~NG_052398.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3240	L.3240.0	L.3240.0.1	L.3240.0.1.0	L.3240.0.1.0.1
abricate-ncbi@@@ncbi~~~aacA-ACI1~~~NG_052523.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3240	L.3240.0	L.3240.0.1	L.3240.0.1.0	L.3240.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI1~~~NG_052255.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3240	L.3240.0	L.3240.0.1	L.3240.0.1.0	L.3240.0.1.0.2
abricate-ncbi@@@ncbi~~~aacA-ACI2~~~NG_052216.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3223	L.3223.0	L.3223.0.0	L.3223.0.0.0	L.3223.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI3~~~NG_052525.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3225	L.3225.0	L.3225.0.1	L.3225.0.1.0	L.3225.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI3~~~NG_052527.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3225	L.3225.0	L.3225.0.0	L.3225.0.0.0	L.3225.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA-ACI4~~~NG_052394.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3241	L.3241.0	L.3241.0.0	L.3241.0.0.0	L.3241.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI4~~~NG_052400.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3241	L.3241.0	L.3241.0.1	L.3241.0.1.0	L.3241.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052395.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.2	L.3226.2.0	L.3226.2.0.0	L.3226.2.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052526.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.2	L.3226.2.0	L.3226.2.0.1	L.3226.2.0.1.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052528.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.1	L.3226.1.0	L.3226.1.0.0	L.3226.1.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052258.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.3	L.3226.3.1	L.3226.3.1.0	L.3226.3.1.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052458.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.1	L.3226.1.1	L.3226.1.1.0	L.3226.1.1.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052457.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.3	L.3226.3.0	L.3226.3.0.0	L.3226.3.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052531.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.0	L.3226.0.0	L.3226.0.0.0	L.3226.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI5~~~NG_052421.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3226	L.3226.2	L.3226.2.0	L.3226.2.0.1	L.3226.2.0.1.0
abricate-ncbi@@@ncbi~~~aacA-ACI6~~~NG_052396.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3224	L.3224.3	L.3224.3.0	L.3224.3.0.0	L.3224.3.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI6~~~NG_052401.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3224	L.3224.0	L.3224.0.0	L.3224.0.0.0	L.3224.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA-ACI6~~~NG_052529.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3224	L.3224.3	L.3224.3.1	L.3224.3.1.0	L.3224.3.1.0.0
abricate-ncbi@@@ncbi~~~aacA-ACI6~~~NG_052166.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3224	L.3224.1	L.3224.1.0	L.3224.1.0.0	L.3224.1.0.0.1
abricate-ncbi@@@ncbi~~~aacA-ACI7~~~NG_052399.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	L.3227	L.3227.1	L.3227.1.0	L.3227.1.0.0	L.3227.1.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052371.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.2
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052275.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.4
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052140.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052260.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.6
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052261.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.5
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052285.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.9
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052161.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.7
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052159.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.8
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052160.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.3
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052290.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052447.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.4
abricate-ncbi@@@ncbi~~~aacA-ENT1~~~NG_052465.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.2
abricate-ncbi@@@ncbi~~~aacA-ENT2~~~NG_052281.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2939	L.2939.0	L.2939.0.0	L.2939.0.0.0	L.2939.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ENT2~~~NG_052337.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2939	L.2939.0	L.2939.0.0	L.2939.0.0.0	L.2939.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ENT2~~~NG_052207.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2939	L.2939.0	L.2939.0.0	L.2939.0.0.0	L.2939.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA-ENT3~~~NG_052168.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2932	L.2932.0	L.2932.0.0	L.2932.0.0.0	L.2932.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ENT4~~~NG_052162.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2957	L.2957.0	L.2957.0.0	L.2957.0.0.0	L.2957.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-ENT4~~~NG_052504.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2957	L.2957.0	L.2957.0.0	L.2957.0.0.0	L.2957.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA-ENT4~~~NG_052446.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2957	L.2957.0	L.2957.0.0	L.2957.0.0.0	L.2957.0.0.0.2
abricate-ncbi@@@ncbi~~~aacA-ENT4~~~NG_052177.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2957	L.2957.1	L.2957.1.0	L.2957.1.0.0	L.2957.1.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-10~~~NG_052533.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3085	L.3085.1	L.3085.1.0	L.3085.1.0.0	L.3085.1.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-10~~~NG_052157.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3085	L.3085.0	L.3085.0.0	L.3085.0.0.0	L.3085.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-13~~~NG_052138.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3082	L.3082.1	L.3082.1.0	L.3082.1.0.0	L.3082.1.0.0.1
abricate-ncbi@@@ncbi~~~aacA-STR-13~~~NG_148590.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3082	L.3082.0	L.3082.0.0	L.3082.0.0.0	L.3082.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-13~~~NG_054655.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3086	L.3086.0	L.3086.0.0	L.3086.0.0.0	L.3086.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-13~~~NG_052469.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3086	L.3086.0	L.3086.0.1	L.3086.0.1.0	L.3086.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-13~~~NG_052425.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3086	L.3086.0	L.3086.0.0	L.3086.0.0.0	L.3086.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA-STR-13~~~NG_052459.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3086	L.3086.1	L.3086.1.0	L.3086.1.0.0	L.3086.1.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-15~~~NG_054688.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3077	L.3077.0	L.3077.0.0	L.3077.0.0.0	L.3077.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-7~~~NG_052205.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3107	L.3107.0	L.3107.0.1	L.3107.0.1.0	L.3107.0.1.0.1
abricate-ncbi@@@ncbi~~~aacA-STR-7~~~NG_052342.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3107	L.3107.0	L.3107.0.1	L.3107.0.1.0	L.3107.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA-STR-7~~~NG_052206.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.3107	L.3107.0	L.3107.0.0	L.3107.0.0.0	L.3107.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA10~~~NG_052119.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-I family aminoglycoside 6'-N-acetyltransferase	L.2969	L.2969.0	L.2969.0.0	L.2969.0.0.0	L.2969.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA16~~~NG_052380.1~~~AMINOGLYCOSIDE AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16	L.2851	L.2851.0	L.2851.0.0	L.2851.0.0.1	L.2851.0.0.1.0
abricate-ncbi@@@ncbi~~~aacA32~~~NG_052208.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase	L.2913	L.2913.1	L.2913.1.0	L.2913.1.0.0	L.2913.1.0.0.0
abricate-ncbi@@@ncbi~~~aacA34~~~NG_047319.1~~~KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AacA34	L.3229	L.3229.0	L.3229.0.1	L.3229.0.1.0	L.3229.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA34~~~NG_052286.1~~~KANAMYCIN;TOBRAMYCIN aminoglycoside 6'-N-acetyltransferase AacA34	L.3229	L.3229.0	L.3229.0.0	L.3229.0.0.0	L.3229.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA35~~~NG_047269.1~~~GENTAMICIN;KANAMYCIN;TOBRAMYCIN AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35	L.2907	L.2907.0	L.2907.0.0	L.2907.0.0.0	L.2907.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA37~~~NG_047320.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase AacA37	L.3358	L.3358.0	L.3358.0.0	L.3358.0.0.0	L.3358.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA38~~~NG_052056.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase AacA38	L.2921	L.2921.0	L.2921.0.0	L.2921.0.0.0	L.2921.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA40~~~NG_047271.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase AacA40	L.2925	L.2925.0	L.2925.0.0	L.2925.0.0.0	L.2925.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA43~~~NG_052295.1~~~AMINOGLYCOSIDE AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43	L.2893	L.2893.0	L.2893.0.0	L.2893.0.0.0	L.2893.0.0.0.1
abricate-ncbi@@@ncbi~~~aacA43~~~NG_047321.1~~~KANAMYCIN;TOBRAMYCIN AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43	L.2893	L.2893.0	L.2893.0.0	L.2893.0.0.0	L.2893.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA43~~~NG_052508.1~~~AMINOGLYCOSIDE AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43	L.2893	L.2893.0	L.2893.0.0	L.2893.0.0.0	L.2893.0.0.0.2
abricate-ncbi@@@ncbi~~~aacA47~~~NG_052259.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase AacA47	L.2922	L.2922.0	L.2922.0.0	L.2922.0.0.0	L.2922.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA49~~~NG_052026.1~~~AMINOGLYCOSIDE AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49	L.2915	L.2915.0	L.2915.0.0	L.2915.0.0.0	L.2915.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA56~~~NG_051492.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56	L.2935	L.2935.0	L.2935.0.0	L.2935.0.0.0	L.2935.0.0.0.0
abricate-ncbi@@@ncbi~~~aacA57-2~~~NG_052083.1~~~AMIKACIN;KANAMYCIN;TOBRAMYCIN aminoglycoside N-acetyltransferase AAC(6')-Ian	L.2871	L.2871.0	L.2871.0.1	L.2871.0.1.0	L.2871.0.1.0.0
abricate-ncbi@@@ncbi~~~aacA8~~~NG_052107.1~~~AMINOGLYCOSIDE aminoglycoside 6'-N-acetyltransferase AacA8	L.2916	L.2916.0	L.2916.0.0	L.2916.0.0.0	L.2916.0.0.0.0
abricate-ncbi@@@ncbi~~~aad9~~~NG_047322.1~~~AMINOGLYCOSIDE ANT(9) family aminoglycoside nucleotidyltransferase	L.2383	L.2383.0	L.2383.0.0	L.2383.0.0.0	L.2383.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_047327.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_047324.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_047326.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_047325.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052146.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052318.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052145.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052227.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052250.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052252.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052314.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.10
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052486.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_047328.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052271.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052030.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052536.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052344.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.6
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052028.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052136.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052179.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052230.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052233.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.4
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052234.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052238.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052239.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052245.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052247.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052257.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052266.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052276.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.7
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052278.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.5
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052279.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052287.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.0	L.1422.0.0.0	L.1422.0.0.0.0
abricate-ncbi@@@ncbi~~~aadA1~~~NG_052311.1~~~STREPTOMYCIN ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	L.1422	L.1422.0	L.1422.0.5	L.1422.0.5.0	L.1422.0.5.0.1
